sentence_id,model,aer,total_missing,primary_category,confidence,SUBJECT_VERB,MWE_PHRASES,MWE_ENTITIES,FUNCTION_WORDS,HIGH_FERTILITY,GOLD_ERROR
a1289,C1,0.11111111111111116,1,MWE_PHRASES,high,0,1,0,0,0,0
a12912,C1,0.09090909090909094,1,FUNCTION_WORDS,high,0,0,0,1,0,0
a12943,C1,0.25,4,HIGH_FERTILITY,high,1,0,0,1,1,0
a13229,C1,0.19999999999999996,1,FUNCTION_WORDS,high,0,0,0,1,0,0
a13387,C1,0.11111111111111116,1,HIGH_FERTILITY,high,0,1,0,0,1,0
a13474,C1,0.25,2,SUBJECT_VERB,high,1,1,0,0,0,0
a13635,C1,0.16666666666666663,2,HIGH_FERTILITY,high,1,0,0,1,1,0
a1384,C1,0.19999999999999996,2,MWE_PHRASES,high,0,1,0,1,0,0
a1584,C1,0.11111111111111116,1,HIGH_FERTILITY,high,1,0,0,0,1,0
a1688,C1,0.1578947368421053,2,SUBJECT_VERB,high,1,0,0,1,0,0
a1810,C1,0.23076923076923073,2,SUBJECT_VERB,high,1,0,0,1,0,0
a2027,C1,0.17647058823529416,3,MWE_PHRASES,high,0,1,0,1,0,0
a2071,C1,0.33333333333333337,3,MWE_PHRASES,high,0,1,0,0,0,0
a2081,C1,0.19999999999999996,2,MWE_PHRASES,high,1,1,0,0,0,0
a2126,C1,0.25,2,GOLD_ERROR,high,0,0,0,1,0,1
a2281,C1,0.09090909090909094,1,MWE_PHRASES,high,0,1,0,0,0,0
a2354,C1,0.07692307692307687,1,SUBJECT_VERB,high,1,0,0,1,0,0
a2360,C1,0.05882352941176472,1,HIGH_FERTILITY,high,0,0,0,1,1,0
a2389,C1,0.16666666666666663,2,FUNCTION_WORDS,high,0,0,0,1,0,0
a2432,C1,0.19999999999999996,1,FUNCTION_WORDS,high,0,0,0,1,0,0
a256,C1,0.33333333333333337,4,MWE_PHRASES,high,1,1,0,1,0,0
a2818,C1,0.17647058823529416,3,SUBJECT_VERB,high,1,0,0,1,0,0
a2897,C1,0.1428571428571429,3,HIGH_FERTILITY,high,1,0,0,1,1,0
a2923,C1,0.16666666666666663,2,SUBJECT_VERB,high,1,0,0,1,0,0
a3039,C1,0.19999999999999996,1,FUNCTION_WORDS,high,0,0,0,1,0,0
a3198,C1,0.1428571428571429,2,HIGH_FERTILITY,high,0,0,0,1,1,0
a3241,C1,0.33333333333333337,2,FUNCTION_WORDS,medium,0,0,0,1,0,0
a3258,C1,0.11111111111111116,1,FUNCTION_WORDS,high,0,0,0,1,0,0
a3324,C1,0.33333333333333337,2,SUBJECT_VERB,high,1,0,0,0,0,0
a3350,C1,0.19999999999999996,1,MWE_PHRASES,high,0,1,0,0,0,0
a3399,C1,0.2727272727272727,3,MWE_PHRASES,high,0,1,0,1,0,0
a350,C1,0.19999999999999996,3,HIGH_FERTILITY,high,1,0,0,1,1,0
a3565,C1,0.19999999999999996,2,FUNCTION_WORDS,high,1,0,0,1,0,0
a3680,C1,0.19999999999999996,2,GOLD_ERROR,high,1,0,0,1,0,1
a369,C1,0.19999999999999996,2,SUBJECT_VERB,high,1,1,0,0,0,0
a3782,C1,0.2222222222222222,2,MWE_PHRASES,high,0,1,0,1,0,0
a3786,C1,0.1428571428571429,2,SUBJECT_VERB,high,1,0,0,1,0,0
a3957,C1,0.19999999999999996,1,FUNCTION_WORDS,high,0,0,0,1,0,0
a4030,C1,0.16666666666666663,1,MWE_PHRASES,high,0,1,0,0,0,0
a4161,C1,0.25,1,GOLD_ERROR,high,0,0,0,0,0,1
a4436,C1,0.19999999999999996,1,FUNCTION_WORDS,high,0,0,0,1,0,0
a4557,C1,0.19999999999999996,1,SUBJECT_VERB,high,1,0,0,0,0,0
a4574,C1,0.06666666666666665,1,HIGH_FERTILITY,high,1,0,0,0,1,0
a469,C1,0.1428571428571429,2,HIGH_FERTILITY,high,1,0,0,1,1,0
a4714,C1,0.07692307692307687,1,FUNCTION_WORDS,high,0,0,0,0,0,0
a4738,C1,0.16666666666666663,1,MWE_PHRASES,high,0,1,0,0,0,0
a4755,C1,0.19999999999999996,1,FUNCTION_WORDS,high,0,0,0,1,0,0
a4833,C1,0.11111111111111116,1,SUBJECT_VERB,high,1,0,0,0,0,0
a5,C1,0.19999999999999996,2,MWE_PHRASES,high,0,1,0,1,0,0
a5042,C1,0.4,2,GOLD_ERROR,high,0,1,0,0,0,1
a5225,C1,0.1428571428571429,2,SUBJECT_VERB,high,1,1,0,1,0,0
a5226,C1,0.16666666666666663,2,SUBJECT_VERB,high,1,1,0,0,0,0
a5239,C1,0.19999999999999996,1,FUNCTION_WORDS,high,0,0,0,1,0,0
a5319,C1,0.05882352941176472,1,FUNCTION_WORDS,high,0,0,0,1,0,0
a5329,C1,0.125,2,SUBJECT_VERB,high,1,1,0,0,0,0
a5558,C1,0.16666666666666663,2,SUBJECT_VERB,high,1,0,0,1,0,0
a5603,C1,0.09090909090909094,1,SUBJECT_VERB,high,1,0,0,1,0,0
a5665,C1,0.09090909090909094,1,MWE_PHRASES,high,0,1,0,0,0,0
a5692,C1,0.16666666666666663,2,MWE_PHRASES,high,0,1,0,0,0,0
a5767,C1,0.11111111111111116,2,FUNCTION_WORDS,high,0,0,0,1,0,0
a5813,C1,0.09090909090909094,1,MWE_PHRASES,high,0,1,0,0,0,0
a5947,C1,0.4285714285714286,2,MWE_PHRASES,high,0,1,0,0,0,0
a604,C1,0.07692307692307687,1,FUNCTION_WORDS,high,0,0,0,1,0,0
a6091,C1,0.06666666666666665,1,HIGH_FERTILITY,high,0,1,0,0,1,0
a6359,C1,0.125,2,SUBJECT_VERB,high,1,0,0,1,0,0
a65,C1,0.07692307692307687,1,FUNCTION_WORDS,high,0,0,0,1,0,0
a661,C1,0.1428571428571429,1,MWE_PHRASES,high,0,1,0,0,0,0
a6629,C1,0.33333333333333337,2,MWE_PHRASES,high,0,1,1,0,0,0
a69,C1,0.19999999999999996,3,SUBJECT_VERB,medium,1,0,0,1,0,0
a7043,C1,0.16666666666666663,2,HIGH_FERTILITY,high,0,0,0,1,1,0
a7054,C1,0.25,3,SUBJECT_VERB,high,1,0,0,1,0,0
a7180,C1,0.11111111111111116,2,FUNCTION_WORDS,high,0,0,0,1,0,0
a7234,C1,0.6666666666666667,3,GOLD_ERROR,high,0,1,0,0,0,1
a724,C1,0.09090909090909094,1,SUBJECT_VERB,high,1,0,0,0,0,0
a7251,C1,0.09090909090909094,1,FUNCTION_WORDS,high,0,0,0,1,0,0
a7442,C1,0.4285714285714286,3,FUNCTION_WORDS,medium,0,0,0,1,0,0
a7584,C1,0.05882352941176472,1,SUBJECT_VERB,high,1,0,0,1,0,0
a772,C1,0.33333333333333337,2,SUBJECT_VERB,high,1,0,0,1,0,0
a7785,C1,0.19999999999999996,3,HIGH_FERTILITY,high,1,1,1,1,1,0
a7854,C1,0.11111111111111116,1,MWE_PHRASES,high,0,1,0,0,0,0
a7918,C1,0.125,2,SUBJECT_VERB,high,1,0,0,1,0,0
a7928,C1,0.09090909090909094,1,SUBJECT_VERB,high,1,0,0,0,0,0
a8016,C1,0.19999999999999996,4,HIGH_FERTILITY,high,1,0,0,1,1,0
a8175,C1,0.07692307692307687,1,SUBJECT_VERB,high,1,0,0,0,0,0
a8311,C1,0.09090909090909094,1,FUNCTION_WORDS,high,0,0,0,1,0,0
a8426,C1,0.07692307692307687,1,FUNCTION_WORDS,high,0,0,0,1,0,0
a8439,C1,0.25,2,FUNCTION_WORDS,high,0,0,0,1,0,0
a8539,C1,0.16666666666666663,2,FUNCTION_WORDS,high,0,0,0,1,0,0
a8635,C1,0.09090909090909094,1,SUBJECT_VERB,high,1,0,0,1,0,0
a8774,C1,0.11111111111111116,2,HIGH_FERTILITY,high,0,0,0,1,1,0
a8811,C1,0.09090909090909094,1,FUNCTION_WORDS,high,0,0,0,1,0,0
a8834,C1,0.6,13,FUNCTION_WORDS,low,0,0,0,0,0,0
a8952,C1,0.06666666666666665,1,FUNCTION_WORDS,high,0,0,0,1,0,0
a9057,C1,0.17647058823529416,2,FUNCTION_WORDS,high,0,0,0,1,0,0
a909,C1,0.19999999999999996,1,MWE_PHRASES,high,0,1,0,0,0,0
a9133,C1,0.2857142857142857,3,SUBJECT_VERB,high,1,1,0,1,0,0
a9180,C1,0.2727272727272727,2,FUNCTION_WORDS,high,0,0,0,1,0,0
a9189,C1,0.17647058823529416,3,HIGH_FERTILITY,high,1,0,0,1,1,0
a9346,C1,0.19999999999999996,1,MWE_PHRASES,high,0,1,0,0,0,0
a9355,C1,0.125,1,SUBJECT_VERB,high,1,0,0,1,0,0
a951,C1,0.23076923076923073,2,HIGH_FERTILITY,high,1,0,0,1,1,0
a9531,C1,0.1428571428571429,2,SUBJECT_VERB,high,1,0,0,1,0,0
a957,C1,0.19999999999999996,2,HIGH_FERTILITY,high,0,1,0,1,1,0
a9665,C1,0.23076923076923073,2,MWE_PHRASES,high,0,1,0,0,0,0
a9864,C1,0.33333333333333337,4,MWE_PHRASES,high,0,1,0,1,0,0
a9875,C1,0.17647058823529416,3,HIGH_FERTILITY,high,1,0,0,1,1,0
a9891,C1,0.16666666666666663,2,HIGH_FERTILITY,high,1,0,0,1,1,0
a992,C1,0.125,1,SUBJECT_VERB,high,1,0,0,1,0,0
a9930,C1,0.17647058823529416,3,GOLD_ERROR,high,1,0,0,1,0,1
m10006,C1,0.18181818181818177,3,SUBJECT_VERB,high,1,0,0,1,0,0
m10039,C1,0.18181818181818177,2,SUBJECT_VERB,high,1,0,0,1,0,0
m10204,C1,0.2727272727272727,5,SUBJECT_VERB,high,1,0,0,1,0,0
m10248,C1,0.09090909090909094,1,FUNCTION_WORDS,high,0,0,0,1,0,0
m10269,C1,0.25,2,HIGH_FERTILITY,high,1,1,0,0,1,0
m10408,C1,0.16666666666666663,1,FUNCTION_WORDS,high,0,0,0,1,0,0
m10414,C1,0.11111111111111116,2,MWE_ENTITIES,high,0,0,1,1,0,0
m10583,C1,0.16666666666666663,1,FUNCTION_WORDS,high,0,0,0,1,0,0
m10618,C1,0.11111111111111116,2,SUBJECT_VERB,high,1,1,0,0,0,0
m10689,C1,0.07692307692307687,1,SUBJECT_VERB,high,1,0,0,0,0,0
m10824,C1,0.375,3,HIGH_FERTILITY,high,1,0,0,1,1,0
m10826,C1,0.09090909090909094,1,FUNCTION_WORDS,high,0,0,0,1,0,0
m10837,C1,0.11111111111111116,2,SUBJECT_VERB,high,1,0,0,1,0,0
m10854,C1,0.33333333333333337,4,SUBJECT_VERB,high,1,0,0,1,0,0
m10881,C1,0.07692307692307687,1,MWE_PHRASES,high,0,1,0,0,0,0
m10901,C1,0.19999999999999996,2,MWE_ENTITIES,high,0,0,1,0,0,0
m10944,C1,0.09090909090909094,1,SUBJECT_VERB,high,1,0,0,0,0,0
m10982,C1,0.33333333333333337,8,SUBJECT_VERB,high,1,0,0,1,0,0
m10995,C1,0.6363636363636364,11,HIGH_FERTILITY,high,0,1,0,1,1,0
m11037,C1,0.16666666666666663,2,SUBJECT_VERB,medium,1,0,0,0,0,1
m11082,C1,0.09090909090909094,1,FUNCTION_WORDS,high,0,0,0,1,0,0
m11087,C1,0.19999999999999996,2,SUBJECT_VERB,high,1,0,0,1,0,0
m11196,C1,0.33333333333333337,2,HIGH_FERTILITY,high,1,0,0,1,1,0
m11239,C1,0.19999999999999996,1,SUBJECT_VERB,high,1,0,0,0,0,0
m11250,C1,0.125,2,HIGH_FERTILITY,high,1,0,0,1,1,0
m11371,C1,0.07692307692307687,1,MWE_PHRASES,high,0,1,0,0,0,0
m11415,C1,0.2727272727272727,3,SUBJECT_VERB,high,1,0,0,0,0,0
m11443,C1,0.1428571428571429,1,SUBJECT_VERB,high,1,0,0,0,0,0
m11472,C1,0.19999999999999996,2,SUBJECT_VERB,high,1,1,0,0,0,0
m11561,C1,0.17647058823529416,4,SUBJECT_VERB,high,1,0,0,1,0,0
m11653,C1,0.07692307692307687,1,HIGH_FERTILITY,high,0,0,0,1,1,0
m11657,C1,0.11111111111111116,1,FUNCTION_WORDS,high,0,0,0,1,0,0
m11731,C1,0.17647058823529416,3,GOLD_ERROR,high,0,0,0,1,0,1
m11828,C1,0.11111111111111116,2,SUBJECT_VERB,high,1,0,0,1,0,0
m124,C1,0.19999999999999996,2,SUBJECT_VERB,high,1,0,0,1,0,0
m1283,C1,0.19999999999999996,2,GOLD_ERROR,high,0,0,0,0,0,1
m1444,C1,0.09090909090909094,1,FUNCTION_WORDS,medium,0,0,0,0,0,0
m1519,C1,0.2857142857142857,3,SUBJECT_VERB,high,1,0,0,1,0,0
m1586,C1,0.09090909090909094,1,MWE_PHRASES,high,0,1,0,0,0,0
m1666,C1,0.09999999999999998,1,SUBJECT_VERB,high,1,0,0,1,0,0
m1775,C1,0.06666666666666665,1,FUNCTION_WORDS,high,0,0,0,1,0,0
m1804,C1,0.1428571428571429,1,FUNCTION_WORDS,high,0,0,0,1,0,0
m1872,C1,0.1428571428571429,1,MWE_ENTITIES,high,0,0,1,0,0,0
m1984,C1,0.2727272727272727,2,HIGH_FERTILITY,high,0,0,0,1,1,0
m2029,C1,0.25,4,MWE_ENTITIES,high,0,0,1,1,0,0
m2050,C1,0.2222222222222222,2,GOLD_ERROR,high,0,0,0,0,0,1
m2103,C1,0.19999999999999996,2,FUNCTION_WORDS,high,0,0,0,1,0,0
m2212,C1,0.11111111111111116,2,GOLD_ERROR,high,0,0,0,1,0,1
m2370,C1,0.2592592592592593,4,SUBJECT_VERB,high,1,1,0,1,0,0
m2405,C1,0.19999999999999996,4,HIGH_FERTILITY,high,1,0,0,1,1,0
m2453,C1,0.2857142857142857,3,FUNCTION_WORDS,high,0,0,0,1,0,0
m2513,C1,0.05882352941176472,1,SUBJECT_VERB,high,1,0,0,0,0,0
m2715,C1,0.07692307692307687,1,GOLD_ERROR,high,0,0,0,0,0,1
m282,C1,0.2727272727272727,2,SUBJECT_VERB,high,1,0,0,1,0,0
m2908,C1,0.19999999999999996,1,SUBJECT_VERB,high,1,0,0,0,0,0
m3026,C1,0.4,2,SUBJECT_VERB,high,1,0,0,1,0,0
m3118,C1,0.09090909090909094,1,SUBJECT_VERB,high,1,0,0,0,0,0
m3129,C1,0.05882352941176472,1,MWE_PHRASES,high,0,1,0,0,0,0
m3158,C1,0.33333333333333337,11,HIGH_FERTILITY,high,1,0,0,1,1,0
m3324,C1,0.30000000000000004,5,MWE_PHRASES,high,0,1,0,1,0,0
m3361,C1,0.125,2,SUBJECT_VERB,high,1,1,0,1,0,0
m3413,C1,0.09090909090909094,1,FUNCTION_WORDS,high,0,0,0,1,0,0
m3500,C1,0.19999999999999996,4,HIGH_FERTILITY,high,0,0,0,1,1,0
m351,C1,0.25,2,SUBJECT_VERB,high,1,0,0,1,0,0
m3544,C1,0.33333333333333337,4,SUBJECT_VERB,high,1,0,0,1,0,0
m3565,C1,0.52,11,GOLD_ERROR,high,0,0,0,0,1,1
m3583,C1,0.04761904761904767,1,MWE_PHRASES,high,0,1,0,0,0,0
m3644,C1,0.09090909090909094,1,MWE_PHRASES,high,0,1,0,0,0,0
m368,C1,0.09999999999999998,2,FUNCTION_WORDS,high,0,0,0,1,0,0
m3712,C1,0.21212121212121215,5,HIGH_FERTILITY,high,0,0,0,1,1,0
m3730,C1,0.19999999999999996,2,SUBJECT_VERB,high,1,1,0,0,0,0
m3799,C1,0.25,1,SUBJECT_VERB,high,1,0,0,0,0,0
m38,C1,0.5714285714285714,5,SUBJECT_VERB,high,1,1,0,1,0,0
m3899,C1,0.17647058823529416,2,HIGH_FERTILITY,high,0,0,0,1,1,0
m3917,C1,0.09090909090909094,1,FUNCTION_WORDS,high,0,0,0,1,0,0
m4104,C1,0.19999999999999996,1,HIGH_FERTILITY,high,0,0,0,1,1,0
m4120,C1,0.16666666666666663,2,SUBJECT_VERB,high,1,0,0,1,0,0
m415,C1,0.07692307692307687,1,MWE_ENTITIES,high,0,0,1,0,0,0
m4156,C1,0.08333333333333337,2,SUBJECT_VERB,high,1,0,0,1,0,0
m4189,C1,0.375,4,HIGH_FERTILITY,high,1,0,0,1,1,0
m4278,C1,0.07692307692307687,1,MWE_PHRASES,high,0,1,0,0,0,0
m4285,C1,0.1428571428571429,1,MWE_PHRASES,high,0,1,0,0,0,0
m436,C1,0.29032258064516125,7,HIGH_FERTILITY,high,1,0,0,0,1,0
m4439,C1,0.19999999999999996,1,MWE_PHRASES,high,0,1,0,0,0,0
m4454,C1,0.5384615384615384,4,GOLD_ERROR,high,0,0,0,1,0,1
m4462,C1,0.19999999999999996,2,SUBJECT_VERB,high,1,0,0,1,0,0
m4493,C1,0.19999999999999996,2,SUBJECT_VERB,high,1,0,0,0,0,0
m4550,C1,0.2727272727272727,2,HIGH_FERTILITY,high,1,0,0,1,1,0
m4684,C1,0.09523809523809523,2,SUBJECT_VERB,high,1,1,0,0,0,0
m4693,C1,0.1428571428571429,1,FUNCTION_WORDS,high,0,0,0,1,0,0
m4711,C1,0.1428571428571429,1,SUBJECT_VERB,high,1,0,0,0,0,0
m474,C1,0.22580645161290325,4,MWE_ENTITIES,medium,0,0,1,1,0,1
m475,C1,0.19999999999999996,1,FUNCTION_WORDS,high,0,0,0,1,0,0
m4755,C1,0.09999999999999998,2,MWE_PHRASES,high,1,1,0,1,0,0
m4820,C1,0.09090909090909094,1,FUNCTION_WORDS,high,0,0,0,1,0,0
m4863,C1,0.4545454545454546,4,GOLD_ERROR,high,0,1,0,0,0,1
m4915,C1,0.09090909090909094,1,MWE_PHRASES,high,0,1,0,0,0,0
m4921,C1,1.0,2,GOLD_ERROR,high,0,0,0,1,0,1
m4929,C1,0.09090909090909094,1,SUBJECT_VERB,high,1,0,0,0,0,0
m5048,C1,0.33333333333333337,2,SUBJECT_VERB,high,1,0,0,1,0,0
m5434,C1,0.33333333333333337,6,HIGH_FERTILITY,high,1,0,0,1,1,0
m5483,C1,0.17647058823529416,2,FUNCTION_WORDS,high,0,0,0,1,0,0
m55,C1,0.11111111111111116,1,FUNCTION_WORDS,high,0,0,0,1,0,0
m5504,C1,0.3846153846153846,3,SUBJECT_VERB,high,1,0,0,0,0,0
m5612,C1,0.09090909090909094,1,FUNCTION_WORDS,high,0,0,0,1,0,0
m5675,C1,0.16666666666666663,1,SUBJECT_VERB,high,1,0,0,0,0,0
m5683,C1,0.07692307692307687,1,MWE_PHRASES,high,0,1,0,0,0,0
m598,C1,0.09090909090909094,1,HIGH_FERTILITY,high,1,0,0,0,1,0
m6004,C1,0.18181818181818177,4,HIGH_FERTILITY,high,1,0,1,1,1,0
m6115,C1,0.19999999999999996,2,MWE_PHRASES,high,0,1,0,1,0,0
m6141,C1,0.19999999999999996,1,FUNCTION_WORDS,high,0,0,0,1,0,0
m6239,C1,0.11111111111111116,1,HIGH_FERTILITY,high,0,0,0,1,1,0
m6241,C1,0.16666666666666663,1,FUNCTION_WORDS,high,0,0,0,1,0,0
m6317,C1,0.1428571428571429,1,FUNCTION_WORDS,high,0,0,0,1,0,0
m6482,C1,0.2727272727272727,2,SUBJECT_VERB,high,1,0,0,1,0,0
m6498,C1,0.17647058823529416,2,HIGH_FERTILITY,high,1,0,0,1,1,0
m6597,C1,0.6,2,MWE_PHRASES,high,0,1,0,0,0,0
m6635,C1,0.09090909090909094,1,FUNCTION_WORDS,high,0,0,0,1,0,0
m6660,C1,0.33333333333333337,3,SUBJECT_VERB,high,1,0,0,1,0,0
m6682,C1,0.33333333333333337,3,SUBJECT_VERB,high,1,0,0,1,0,0
m6693,C1,0.09090909090909094,1,MWE_PHRASES,high,0,1,0,0,0,0
m67,C1,0.2592592592592593,7,HIGH_FERTILITY,high,1,1,0,1,1,0
m6738,C1,0.2727272727272727,2,SUBJECT_VERB,high,1,0,0,0,0,0
m6773,C1,0.17647058823529416,3,HIGH_FERTILITY,high,0,0,0,1,1,0
m6808,C1,0.07692307692307687,1,GOLD_ERROR,high,0,0,0,0,0,1
m6862,C1,0.33333333333333337,3,SUBJECT_VERB,high,1,0,0,1,0,0
m6869,C1,0.16666666666666663,1,SUBJECT_VERB,high,1,0,0,0,0,0
m6954,C1,0.28,5,SUBJECT_VERB,high,1,0,0,1,0,0
m7087,C1,0.1428571428571429,1,SUBJECT_VERB,high,1,0,0,0,0,0
m7123,C1,0.4,3,MWE_PHRASES,high,0,1,0,1,0,0
m7154,C1,0.19999999999999996,2,SUBJECT_VERB,high,1,0,0,1,0,0
m7155,C1,0.1578947368421053,2,GOLD_ERROR,high,0,0,0,1,0,1
m7221,C1,0.125,2,SUBJECT_VERB,high,1,0,0,1,0,0
m7227,C1,0.1428571428571429,2,SUBJECT_VERB,high,1,0,0,1,0,0
m7312,C1,0.6,3,MWE_PHRASES,high,1,1,0,0,0,0
m7327,C1,0.19999999999999996,2,FUNCTION_WORDS,high,0,0,0,1,0,0
m7393,C1,0.33333333333333337,4,MWE_PHRASES,medium,0,1,0,1,0,0
m752,C1,0.1428571428571429,2,FUNCTION_WORDS,high,0,0,0,1,0,0
m7541,C1,0.25,2,MWE_PHRASES,high,0,1,0,0,0,0
m7556,C1,0.1428571428571429,1,MWE_PHRASES,high,0,1,0,0,0,0
m7581,C1,0.07692307692307687,1,HIGH_FERTILITY,high,0,0,0,1,1,0
m7739,C1,0.19999999999999996,2,SUBJECT_VERB,high,1,0,0,0,0,0
m7747,C1,0.11111111111111116,1,FUNCTION_WORDS,high,0,0,0,1,0,0
m7778,C1,0.25,2,HIGH_FERTILITY,high,0,0,0,1,1,0
m7787,C1,0.19999999999999996,1,MWE_PHRASES,high,0,1,0,0,0,0
m788,C1,0.19999999999999996,2,HIGH_FERTILITY,high,1,0,0,1,1,0
m7894,C1,0.4666666666666667,5,SUBJECT_VERB,high,1,0,0,1,0,0
m8033,C1,0.04761904761904767,1,FUNCTION_WORDS,high,0,0,0,1,0,0
m8044,C1,0.33333333333333337,2,MWE_ENTITIES,high,0,0,1,1,0,0
m8060,C1,0.11111111111111116,1,SUBJECT_VERB,high,1,0,0,1,0,0
m8082,C1,0.07692307692307687,1,SUBJECT_VERB,high,1,0,0,0,0,0
m8103,C1,0.1428571428571429,1,FUNCTION_WORDS,high,0,0,0,1,0,0
m8328,C1,0.07692307692307687,1,SUBJECT_VERB,high,1,0,0,0,0,0
m8543,C1,0.11111111111111116,1,HIGH_FERTILITY,high,1,0,0,0,1,0
m8556,C1,0.19999999999999996,1,FUNCTION_WORDS,high,0,0,0,1,0,0
m8821,C1,0.06666666666666665,1,GOLD_ERROR,high,0,0,0,0,0,1
m8838,C1,0.2727272727272727,2,HIGH_FERTILITY,high,0,0,0,1,1,0
m8907,C1,0.1428571428571429,1,FUNCTION_WORDS,high,0,0,0,1,0,0
m90,C1,0.26315789473684215,4,MWE_PHRASES,high,0,1,0,1,0,0
m9011,C1,0.33333333333333337,3,SUBJECT_VERB,high,1,1,0,0,0,0
m918,C1,0.23076923076923073,2,SUBJECT_VERB,high,1,0,0,1,0,0
m9275,C1,0.3846153846153846,3,SUBJECT_VERB,high,1,0,0,0,0,0
m9286,C1,0.07692307692307687,1,GOLD_ERROR,high,0,0,0,0,0,1
m9318,C1,0.4117647058823529,5,SUBJECT_VERB,high,1,0,0,1,0,0
m9326,C1,0.09090909090909094,1,GOLD_ERROR,high,0,0,0,0,0,1
m9411,C1,0.25,2,MWE_PHRASES,high,0,1,0,1,0,0
m9440,C1,0.17647058823529416,2,SUBJECT_VERB,high,1,0,0,1,0,0
m9474,C1,0.1578947368421053,2,HIGH_FERTILITY,high,1,0,0,1,1,0
m9553,C1,0.09090909090909094,1,MWE_PHRASES,high,0,1,0,0,0,0
m9643,C1,0.1428571428571429,1,SUBJECT_VERB,high,1,0,0,0,0,0
m9737,C1,0.11111111111111116,1,MWE_PHRASES,high,0,0,0,0,0,0
m9800,C1,0.06666666666666665,1,HIGH_FERTILITY,high,0,0,0,1,1,0
m9806,C1,0.125,2,FUNCTION_WORDS,medium,0,0,0,1,0,0
m9845,C1,0.09090909090909094,3,HIGH_FERTILITY,high,1,0,0,1,1,0
m9869,C1,0.2941176470588235,4,MWE_PHRASES,high,0,1,0,1,0,0
m9945,C1,0.2941176470588235,4,HIGH_FERTILITY,high,1,0,0,1,1,0
m9946,C1,0.1428571428571429,1,GOLD_ERROR,high,0,0,0,0,0,1
