sentence_id,model,aer,total_missing,primary_category,confidence,SUBJECT_VERB,MWE_PHRASES,MWE_ENTITIES,FUNCTION_WORDS,HIGH_FERTILITY,GOLD_ERROR
a1384,A2,0.19999999999999996,2,MWE_PHRASES,high,0,1,0,1,0,0
a2354,A2,0.07692307692307687,1,SUBJECT_VERB,high,1,0,0,1,0,0
a2081,A2,0.19999999999999996,2,MWE_PHRASES,high,1,1,0,0,0,0
a12186,A2,0.19999999999999996,1,MWE_PHRASES,high,0,1,0,0,0,0
a2126,A2,0.11111111111111116,1,GOLD_ERROR,high,0,0,0,0,0,1
a1584,A2,0.11111111111111116,1,HIGH_FERTILITY,high,1,0,0,0,1,0
a12164,A2,0.16666666666666663,2,FUNCTION_WORDS,high,0,0,0,1,0,0
a1688,A2,0.09999999999999998,1,FUNCTION_WORDS,high,0,0,0,1,0,0
a2360,A2,0.05882352941176472,1,HIGH_FERTILITY,high,0,0,0,1,1,0
a2389,A2,0.07692307692307687,1,FUNCTION_WORDS,high,0,0,0,1,0,0
a2071,A2,0.33333333333333337,3,MWE_PHRASES,high,0,1,0,0,0,0
a3324,A2,0.2727272727272727,1,GOLD_ERROR,high,0,0,0,0,0,1
a3198,A2,0.1428571428571429,2,HIGH_FERTILITY,high,0,0,0,1,1,0
a2897,A2,0.1428571428571429,3,HIGH_FERTILITY,high,1,0,0,1,1,0
a1810,A2,0.23076923076923073,2,SUBJECT_VERB,high,1,0,0,1,0,0
a2281,A2,0.09090909090909094,1,MWE_PHRASES,high,0,1,0,0,0,0
a3565,A2,0.125,1,FUNCTION_WORDS,high,0,0,0,1,0,0
a3350,A2,0.19999999999999996,1,MWE_PHRASES,high,0,1,0,0,0,0
a3399,A2,0.2727272727272727,3,MWE_PHRASES,high,0,1,0,1,0,0
a256,A2,0.25,3,MWE_PHRASES,high,1,1,0,1,0,0
a2432,A2,0.19999999999999996,1,FUNCTION_WORDS,high,0,0,0,1,0,0
a3786,A2,0.06666666666666665,1,FUNCTION_WORDS,high,0,0,0,1,0,0
a3782,A2,0.2941176470588235,3,MWE_PHRASES,high,0,1,0,1,0,0
a4030,A2,0.23076923076923073,1,MWE_PHRASES,high,0,1,0,0,0,0
a3680,A2,0.19999999999999996,2,GOLD_ERROR,high,1,0,0,1,0,1
a3241,A2,0.33333333333333337,2,FUNCTION_WORDS,medium,0,0,0,1,0,0
a369,A2,0.09090909090909094,1,GOLD_ERROR,high,0,0,0,0,0,1
a4557,A2,0.19999999999999996,1,SUBJECT_VERB,high,1,0,0,0,0,0
a3957,A2,0.19999999999999996,1,FUNCTION_WORDS,high,0,0,0,1,0,0
a469,A2,0.1428571428571429,2,HIGH_FERTILITY,high,1,0,0,1,1,0
a4436,A2,0.19999999999999996,1,FUNCTION_WORDS,high,0,0,0,1,0,0
a4574,A2,0.06666666666666665,1,HIGH_FERTILITY,high,1,0,0,0,1,0
a350,A2,0.25,3,HIGH_FERTILITY,high,1,0,0,1,1,0
a5225,A2,0.1428571428571429,2,SUBJECT_VERB,high,1,0,0,1,0,0
a5,A2,0.09090909090909094,1,MWE_PHRASES,high,0,1,0,0,0,0
a5042,A2,0.4,2,MWE_PHRASES,high,0,1,0,0,0,0
a5558,A2,0.07692307692307687,1,SUBJECT_VERB,high,1,0,0,0,0,0
a2923,A2,0.16666666666666663,2,SUBJECT_VERB,high,1,0,0,1,0,0
a2818,A2,0.17647058823529416,3,SUBJECT_VERB,high,1,0,0,1,0,0
a5226,A2,0.16666666666666663,2,SUBJECT_VERB,high,1,1,0,0,0,0
a4161,A2,0.25,1,GOLD_ERROR,high,0,0,0,0,0,1
a6359,A2,0.125,2,SUBJECT_VERB,high,1,0,0,1,0,0
a5329,A2,0.125,2,SUBJECT_VERB,high,1,1,0,0,0,0
a5319,A2,0.125,2,FUNCTION_WORDS,high,0,0,0,1,0,0
a5603,A2,0.09090909090909094,1,SUBJECT_VERB,high,1,0,0,1,0,0
a5665,A2,0.09090909090909094,1,MWE_PHRASES,high,0,1,0,0,0,0
a6629,A2,0.33333333333333337,2,MWE_PHRASES,high,0,1,1,0,0,0
a5947,A2,0.25,1,MWE_PHRASES,high,0,1,0,0,0,0
a6091,A2,0.1428571428571429,2,HIGH_FERTILITY,high,0,1,0,0,1,0
a5813,A2,0.09090909090909094,1,MWE_PHRASES,high,0,1,0,0,0,0
a5767,A2,0.11111111111111116,2,FUNCTION_WORDS,high,0,0,0,1,0,0
a724,A2,0.09090909090909094,1,SUBJECT_VERB,high,1,0,0,0,0,0
a7234,A2,0.6666666666666667,3,GOLD_ERROR,high,0,1,0,0,0,1
a7054,A2,0.05882352941176472,1,SUBJECT_VERB,high,1,0,0,1,0,0
a661,A2,0.25,1,FUNCTION_WORDS,high,0,0,0,0,0,0
a65,A2,0.16666666666666663,2,FUNCTION_WORDS,high,0,0,0,1,0,0
a772,A2,0.1428571428571429,1,SUBJECT_VERB,high,1,0,0,1,0,0
a7785,A2,0.1428571428571429,3,SUBJECT_VERB,high,1,1,1,1,0,0
a7043,A2,0.16666666666666663,2,HIGH_FERTILITY,high,0,0,0,1,1,0
a7854,A2,0.19999999999999996,1,MWE_PHRASES,high,0,1,0,0,0,0
a7442,A2,0.6,4,GOLD_ERROR,high,0,0,0,1,0,1
a8175,A2,0.07692307692307687,1,SUBJECT_VERB,high,1,0,0,0,0,0
a7251,A2,0.09090909090909094,1,FUNCTION_WORDS,high,0,0,0,1,0,0
a69,A2,0.19999999999999996,3,SUBJECT_VERB,medium,1,0,0,1,0,0
a7918,A2,0.125,2,SUBJECT_VERB,high,1,0,0,1,0,0
a5692,A2,0.16666666666666663,2,MWE_PHRASES,high,0,1,0,0,0,0
a7584,A2,0.05882352941176472,1,SUBJECT_VERB,high,1,0,0,1,0,0
a8635,A2,0.09090909090909094,1,SUBJECT_VERB,high,1,0,0,1,0,0
a8754,A2,0.23076923076923073,2,HIGH_FERTILITY,high,0,1,0,0,1,0
a8016,A2,0.19999999999999996,4,HIGH_FERTILITY,high,1,0,0,1,1,0
a8311,A2,0.09090909090909094,1,FUNCTION_WORDS,high,0,0,0,1,0,0
a7928,A2,0.09090909090909094,1,SUBJECT_VERB,high,1,0,0,0,0,0
a8426,A2,0.07692307692307687,1,FUNCTION_WORDS,high,0,0,0,1,0,0
a8834,A2,0.5294117647058824,12,GOLD_ERROR,high,0,0,0,0,0,0
a8439,A2,0.11111111111111116,1,MWE_PHRASES,high,0,1,0,0,0,0
a9057,A2,0.17647058823529416,2,FUNCTION_WORDS,high,0,0,0,1,0,0
a7180,A2,0.052631578947368474,1,FUNCTION_WORDS,high,0,0,0,1,0,0
a8539,A2,0.16666666666666663,2,FUNCTION_WORDS,high,0,0,0,1,0,0
a9189,A2,0.17647058823529416,3,HIGH_FERTILITY,high,1,0,0,1,1,0
a9180,A2,0.19999999999999996,2,FUNCTION_WORDS,high,0,0,0,1,0,0
a8811,A2,0.09090909090909094,1,FUNCTION_WORDS,high,0,0,0,1,0,0
a909,A2,0.4,2,MWE_PHRASES,high,0,1,0,0,0,0
a9133,A2,0.2857142857142857,3,SUBJECT_VERB,high,1,1,0,1,0,0
a9531,A2,0.1428571428571429,2,SUBJECT_VERB,high,1,0,0,1,0,0
a9355,A2,0.125,1,SUBJECT_VERB,high,1,0,0,1,0,0
a9346,A2,0.19999999999999996,1,MWE_PHRASES,high,0,1,0,0,0,0
a9665,A2,0.23076923076923073,2,MWE_PHRASES,high,0,1,0,0,0,0
a9930,A2,0.17647058823529416,3,GOLD_ERROR,high,1,0,0,1,0,1
a9875,A2,0.052631578947368474,1,SUBJECT_VERB,high,1,0,0,0,0,0
a9864,A2,0.33333333333333337,4,MWE_PHRASES,high,0,1,0,1,0,0
a8952,A2,0.19999999999999996,2,MWE_PHRASES,high,0,1,0,0,1,0
a9891,A2,0.2727272727272727,3,HIGH_FERTILITY,high,1,0,0,1,1,0
m10269,A2,0.25,2,HIGH_FERTILITY,high,1,1,0,0,1,0
a951,A2,0.23076923076923073,2,HIGH_FERTILITY,high,1,0,0,1,1,0
a957,A2,0.33333333333333337,3,HIGH_FERTILITY,high,0,1,0,1,1,0
m10006,A2,0.23809523809523814,4,SUBJECT_VERB,high,1,0,0,1,0,0
m10039,A2,0.1428571428571429,2,SUBJECT_VERB,high,1,0,0,1,0,0
a992,A2,0.125,1,SUBJECT_VERB,high,1,0,0,1,0,0
m10618,A2,0.09999999999999998,1,MWE_PHRASES,high,0,1,0,0,0,0
m10414,A2,0.11111111111111116,2,MWE_ENTITIES,high,0,0,1,1,0,0
m10204,A2,0.21739130434782605,4,SUBJECT_VERB,high,1,0,0,1,0,0
m10826,A2,0.09090909090909094,1,FUNCTION_WORDS,high,0,0,0,1,0,0
m10689,A2,0.07692307692307687,1,SUBJECT_VERB,high,1,0,0,0,0,0
m10583,A2,0.16666666666666663,1,FUNCTION_WORDS,high,0,0,0,1,0,0
a8774,A2,0.11111111111111116,2,HIGH_FERTILITY,high,0,0,0,1,1,0
m10901,A2,0.125,2,MWE_ENTITIES,high,0,0,1,0,0,0
m10982,A2,0.43999999999999995,9,SUBJECT_VERB,high,1,0,0,1,0,0
m11082,A2,0.09090909090909094,1,FUNCTION_WORDS,high,0,0,0,1,0,0
m10824,A2,0.3846153846153846,4,HIGH_FERTILITY,high,1,0,0,1,1,0
m10995,A2,0.6190476190476191,11,HIGH_FERTILITY,high,0,1,0,1,1,0
m10944,A2,0.09090909090909094,1,SUBJECT_VERB,high,1,0,0,0,0,0
m10837,A2,0.11111111111111116,2,SUBJECT_VERB,high,1,0,0,1,0,0
m11037,A2,0.16666666666666663,2,SUBJECT_VERB,high,1,0,0,1,0,0
m11371,A2,0.07692307692307687,1,MWE_PHRASES,high,0,1,0,0,0,0
m11196,A2,0.33333333333333337,2,HIGH_FERTILITY,high,1,0,0,1,1,0
m10881,A2,0.07692307692307687,1,MWE_PHRASES,high,0,1,0,0,0,0
m11239,A2,0.19999999999999996,1,SUBJECT_VERB,high,1,0,0,0,0,0
m10408,A2,0.16666666666666663,1,GOLD_ERROR,high,0,0,0,0,0,1
m11415,A2,0.16666666666666663,2,SUBJECT_VERB,high,1,0,0,0,0,0
m10854,A2,0.25,3,SUBJECT_VERB,high,1,0,0,1,0,0
m11653,A2,0.16666666666666663,2,HIGH_FERTILITY,high,1,0,0,1,1,0
m11443,A2,0.1428571428571429,1,SUBJECT_VERB,high,1,0,0,0,0,0
m1283,A2,0.19999999999999996,2,GOLD_ERROR,high,0,0,0,0,0,1
m11561,A2,0.23529411764705888,5,SUBJECT_VERB,high,1,0,0,1,0,0
m11731,A2,0.17647058823529416,3,FUNCTION_WORDS,high,0,0,0,1,0,0
m1444,A2,0.09090909090909094,1,FUNCTION_WORDS,medium,0,0,0,0,0,0
m124,A2,0.06666666666666665,1,SUBJECT_VERB,high,1,0,0,0,0,0
m11472,A2,0.19999999999999996,2,SUBJECT_VERB,high,1,1,0,0,0,0
m1666,A2,0.1428571428571429,1,SUBJECT_VERB,high,1,0,0,1,0,0
m1586,A2,0.18181818181818177,2,MWE_PHRASES,high,0,1,0,0,0,0
m1804,A2,0.33333333333333337,2,SUBJECT_VERB,high,1,0,0,1,0,0
m1984,A2,0.16666666666666663,1,HIGH_FERTILITY,high,0,0,0,1,1,0
m11828,A2,0.11111111111111116,2,SUBJECT_VERB,high,1,0,0,1,0,0
m2370,A2,0.2592592592592593,4,SUBJECT_VERB,high,1,1,0,1,0,0
m2050,A2,0.17647058823529416,2,SUBJECT_VERB,high,1,0,0,0,0,0
m11087,A2,0.16666666666666663,1,GOLD_ERROR,high,0,0,0,0,0,1
m2212,A2,0.11111111111111116,2,GOLD_ERROR,high,0,0,0,1,0,1
m2715,A2,0.07692307692307687,1,MWE_PHRASES,high,0,1,0,0,0,0
m11250,A2,0.125,2,HIGH_FERTILITY,high,1,0,0,1,1,0
m282,A2,0.2727272727272727,2,SUBJECT_VERB,high,1,0,0,1,0,0
m2029,A2,0.25,4,MWE_ENTITIES,high,0,0,1,1,0,0
m2908,A2,0.19999999999999996,1,SUBJECT_VERB,high,1,0,0,0,0,0
m2453,A2,0.4285714285714286,4,GOLD_ERROR,high,0,0,0,1,0,1
m3118,A2,0.09090909090909094,1,SUBJECT_VERB,high,1,0,0,0,0,0
m2405,A2,0.1428571428571429,3,HIGH_FERTILITY,high,0,0,0,1,1,0
m2103,A2,0.19999999999999996,2,FUNCTION_WORDS,high,0,0,0,1,0,0
m3026,A2,0.4,2,SUBJECT_VERB,high,1,0,0,1,0,0
m351,A2,0.25,2,SUBJECT_VERB,high,1,0,0,1,0,0
m1519,A2,0.06666666666666665,1,FUNCTION_WORDS,high,0,0,0,1,0,0
m3324,A2,0.30000000000000004,5,MWE_PHRASES,high,0,1,0,1,0,0
m3129,A2,0.2941176470588235,3,FUNCTION_WORDS,high,0,1,1,1,0,0
m4189,A2,0.375,4,HIGH_FERTILITY,high,1,0,0,1,1,0
m4156,A2,0.08333333333333337,2,SUBJECT_VERB,high,1,0,0,1,0,0
m4278,A2,0.07692307692307687,1,MWE_PHRASES,high,0,1,0,0,0,0
m4285,A2,0.1428571428571429,1,MWE_PHRASES,high,0,1,0,0,0,0
m436,A2,0.29032258064516125,7,HIGH_FERTILITY,high,1,0,0,0,1,0
m4711,A2,0.1428571428571429,1,SUBJECT_VERB,high,1,0,0,0,0,0
m4493,A2,0.19999999999999996,2,SUBJECT_VERB,high,1,0,0,0,0,0
m4439,A2,0.19999999999999996,1,MWE_PHRASES,high,0,1,0,0,0,0
m4462,A2,0.19999999999999996,2,SUBJECT_VERB,high,1,0,0,0,0,0
m4454,A2,0.4285714285714286,3,MWE_PHRASES,high,0,1,0,0,0,0
m4915,A2,0.09090909090909094,1,MWE_PHRASES,high,0,1,0,0,0,0
m474,A2,0.2142857142857143,5,GOLD_ERROR,high,0,0,1,1,0,1
m4684,A2,0.09523809523809523,2,SUBJECT_VERB,high,1,1,0,0,0,0
m4921,A2,1.0,2,SUBJECT_VERB,high,1,0,0,1,0,0
m4550,A2,0.2727272727272727,2,HIGH_FERTILITY,high,1,0,0,1,1,0
m5483,A2,0.17647058823529416,2,FUNCTION_WORDS,high,0,0,0,1,0,0
m4693,A2,0.1428571428571429,1,FUNCTION_WORDS,high,0,0,0,1,0,0
m5434,A2,0.26315789473684215,5,HIGH_FERTILITY,high,1,0,0,1,1,0
m5504,A2,0.3846153846153846,3,SUBJECT_VERB,high,1,0,0,0,0,0
m475,A2,0.11111111111111116,1,FUNCTION_WORDS,high,0,0,0,1,0,0
m4929,A2,0.09090909090909094,1,SUBJECT_VERB,high,1,0,0,0,0,0
m4863,A2,0.6,5,GOLD_ERROR,high,0,1,0,0,0,1
m5683,A2,0.07692307692307687,1,MWE_PHRASES,high,0,1,0,0,0,0
m4820,A2,0.09090909090909094,1,FUNCTION_WORDS,high,0,0,0,1,0,0
m6141,A2,0.19999999999999996,1,FUNCTION_WORDS,high,0,0,0,1,0,0
m6239,A2,0.11111111111111116,1,HIGH_FERTILITY,high,0,0,0,1,1,0
m5612,A2,0.09090909090909094,1,FUNCTION_WORDS,high,0,0,0,1,0,0
m6004,A2,0.18181818181818177,4,SUBJECT_VERB,high,1,0,1,1,0,0
m6597,A2,0.6,2,MWE_PHRASES,high,0,1,0,0,0,0
m6498,A2,0.17647058823529416,2,HIGH_FERTILITY,high,1,0,0,1,1,0
m598,A2,0.19999999999999996,2,HIGH_FERTILITY,high,1,0,0,0,1,0
m6635,A2,0.09090909090909094,1,FUNCTION_WORDS,high,0,0,0,1,0,0
m5048,A2,0.33333333333333337,2,SUBJECT_VERB,high,1,0,0,1,0,0
m2513,A2,0.125,2,SUBJECT_VERB,high,1,0,0,0,0,0
m3565,A2,0.5,11,GOLD_ERROR,high,0,0,0,0,1,1
m3544,A2,0.4,5,MWE_ENTITIES,high,1,0,1,1,0,0
m3500,A2,0.16666666666666663,4,HIGH_FERTILITY,high,0,0,0,1,1,0
m3730,A2,0.19999999999999996,2,SUBJECT_VERB,high,1,0,0,1,0,0
m3158,A2,0.34693877551020413,12,HIGH_FERTILITY,high,1,0,0,1,1,0
m3583,A2,0.04761904761904767,1,MWE_PHRASES,high,0,1,0,0,0,0
m38,A2,0.5,5,SUBJECT_VERB,high,1,1,0,1,0,0
m3413,A2,0.09090909090909094,1,SUBJECT_VERB,medium,1,0,0,1,0,0
m3712,A2,0.1428571428571429,3,FUNCTION_WORDS,high,0,0,0,1,0,0
m3899,A2,0.1578947368421053,1,HIGH_FERTILITY,high,0,0,0,1,1,0
m55,A2,0.11111111111111116,1,FUNCTION_WORDS,high,0,0,0,1,0,0
m5675,A2,0.16666666666666663,1,SUBJECT_VERB,high,1,0,0,0,0,0
m4120,A2,0.16666666666666663,2,SUBJECT_VERB,high,1,0,0,1,0,0
m415,A2,0.125,2,MWE_ENTITIES,high,0,0,1,0,0,0
m6682,A2,0.3846153846153846,4,SUBJECT_VERB,high,1,0,0,1,0,0
m4104,A2,0.19999999999999996,1,HIGH_FERTILITY,high,0,0,0,1,1,0
m3644,A2,0.09090909090909094,1,MWE_PHRASES,high,0,1,0,0,0,0
m3361,A2,0.125,2,SUBJECT_VERB,high,1,1,0,1,0,0
m6808,A2,0.07692307692307687,1,GOLD_ERROR,high,0,0,0,0,0,1
m6482,A2,0.2727272727272727,2,SUBJECT_VERB,high,1,0,0,1,0,0
m6954,A2,0.15384615384615385,3,SUBJECT_VERB,high,1,0,0,1,0,0
m6773,A2,0.25,4,HIGH_FERTILITY,high,1,0,0,1,1,0
m7154,A2,0.19999999999999996,2,SUBJECT_VERB,high,1,0,0,1,0,0
m6660,A2,0.33333333333333337,3,SUBJECT_VERB,high,1,0,0,1,0,0
m67,A2,0.1724137931034483,5,HIGH_FERTILITY,high,1,1,0,1,1,0
m7221,A2,0.125,2,SUBJECT_VERB,high,1,0,0,1,0,0
m7087,A2,0.1428571428571429,1,SUBJECT_VERB,high,1,0,0,0,0,0
m7227,A2,0.1428571428571429,2,SUBJECT_VERB,high,1,0,0,1,0,0
m7327,A2,0.19999999999999996,2,FUNCTION_WORDS,high,0,0,0,1,0,0
m6869,A2,0.16666666666666663,1,SUBJECT_VERB,high,1,0,0,0,0,0
m7123,A2,0.19999999999999996,2,MWE_PHRASES,high,0,1,0,0,0,0
m7556,A2,0.1428571428571429,1,MWE_PHRASES,high,0,1,0,0,0,0
m7541,A2,0.25,2,MWE_PHRASES,high,0,1,0,1,0,0
m6738,A2,0.2727272727272727,2,SUBJECT_VERB,high,1,0,0,0,0,0
m7393,A2,0.11111111111111116,2,MWE_PHRASES,high,0,1,0,0,0,0
m7787,A2,0.19999999999999996,1,MWE_PHRASES,high,0,1,0,0,0,0
m752,A2,0.1428571428571429,2,FUNCTION_WORDS,high,0,0,0,1,0,0
m7739,A2,0.19999999999999996,2,SUBJECT_VERB,high,1,0,0,0,0,0
m6862,A2,0.23076923076923073,2,SUBJECT_VERB,high,1,0,0,1,0,0
m7312,A2,0.4285714285714286,2,SUBJECT_VERB,high,1,1,0,0,0,0
m8044,A2,0.25,2,GOLD_ERROR,high,0,0,0,1,0,1
m788,A2,0.19999999999999996,2,HIGH_FERTILITY,high,1,0,0,1,1,0
m7778,A2,0.25,2,HIGH_FERTILITY,high,0,0,0,1,1,0
m7894,A2,0.4666666666666667,5,SUBJECT_VERB,high,1,0,0,1,0,0
m8033,A2,0.04761904761904767,1,FUNCTION_WORDS,high,0,0,0,1,0,0
m918,A2,0.33333333333333337,3,SUBJECT_VERB,high,1,0,0,1,0,0
m8060,A2,0.11111111111111116,1,SUBJECT_VERB,high,1,0,0,1,0,0
m9286,A2,0.16666666666666663,2,GOLD_ERROR,high,1,0,0,1,0,1
m8543,A2,0.25,2,HIGH_FERTILITY,high,1,0,0,1,1,0
m9440,A2,0.17647058823529416,2,SUBJECT_VERB,high,1,0,0,1,0,0
m90,A2,0.30000000000000004,4,MWE_PHRASES,high,0,1,0,1,0,0
m8907,A2,0.1428571428571429,1,FUNCTION_WORDS,high,0,0,0,1,0,0
m9737,A2,0.11111111111111116,1,MWE_PHRASES,high,0,0,0,0,0,0
m9411,A2,0.25,2,MWE_PHRASES,high,0,1,0,1,0,0
m9806,A2,0.19999999999999996,3,MWE_ENTITIES,high,0,0,1,1,0,0
m9318,A2,0.375,5,SUBJECT_VERB,high,1,0,0,1,0,0
m9834,A2,0.19999999999999996,2,SUBJECT_VERB,high,1,0,0,1,0,0
m9011,A2,0.23076923076923073,2,SUBJECT_VERB,high,1,1,0,1,0,0
m9553,A2,0.09090909090909094,1,MWE_PHRASES,high,0,1,0,0,0,0
m9945,A2,0.30000000000000004,4,HIGH_FERTILITY,high,1,0,0,1,1,0
m9326,A2,0.19999999999999996,2,SUBJECT_VERB,high,1,0,0,0,0,0
m9275,A2,0.3846153846153846,3,SUBJECT_VERB,medium,1,0,0,0,0,1
m9800,A2,0.06666666666666665,1,HIGH_FERTILITY,high,0,0,0,1,1,0
m9946,A2,0.1428571428571429,1,GOLD_ERROR,high,0,0,0,0,0,1
m9643,A2,0.1428571428571429,1,SUBJECT_VERB,high,1,0,0,0,0,0
m9474,A2,0.1578947368421053,2,HIGH_FERTILITY,high,1,0,0,1,1,0
m9869,A2,0.2222222222222222,3,MWE_PHRASES,high,0,1,0,1,0,0
m9845,A2,0.1515151515151515,4,HIGH_FERTILITY,high,1,0,0,1,1,0
m4755,A2,0.09999999999999998,2,MWE_PHRASES,high,1,1,0,1,0,0
m6115,A2,0.19999999999999996,2,MWE_PHRASES,high,0,1,0,0,0,0
m7155,A2,0.11111111111111116,2,MWE_PHRASES,high,0,1,0,1,0,0
m3799,A2,0.25,1,SUBJECT_VERB,high,1,0,0,0,0,0
m6693,A2,0.2727272727272727,3,SUBJECT_VERB,high,1,0,1,0,0,0
m7747,A2,0.11111111111111116,1,FUNCTION_WORDS,high,0,0,0,1,0,0
m8838,A2,0.33333333333333337,2,HIGH_FERTILITY,high,0,0,0,1,1,0
m7581,A2,0.12195121951219512,1,HIGH_FERTILITY,high,0,0,0,1,1,0
m368,A2,0.09999999999999998,2,FUNCTION_WORDS,high,0,0,0,1,0,0
